"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.840572687E1,-3.331970215E0,3.865936279E0,9.189056396E0
2.850594660E1,-3.310424805E0,3.085418701E0,7.237777710E0
2.860613580E1,-1.136489868E0,2.168441772E0,9.943222046E0
2.870635553E1,-3.847045898E-1,2.460540771E0,8.049407959E0
2.880654474E1,-2.266845703E-1,2.151687622E0,8.942459106E0
2.890676447E1,1.106887817E0,1.021621704E0,1.106132507E1
2.900695368E1,2.018737793E-1,2.723907471E0,9.957595825E0
2.910717340E1,4.053802490E-1,2.362380981E0,8.221801758E0
2.920736261E1,-1.933746338E0,3.669616699E0,8.255310059E0
2.930758234E1,-6.744079590E-1,4.770950317E0,8.698242188E0
2.940777155E1,6.448059082E-1,5.618484497E0,7.568176270E0
2.950799127E1,-2.078247070E-2,5.728622437E0,8.056594849E0
2.960821100E1,1.154769897E0,5.151626587E0,8.118850708E0
2.970843073E1,1.132965088E-1,4.933746338E0,7.850692749E0
2.980861994E1,6.301879883E-2,5.170776367E0,8.360656738E0
2.990883966E1,1.324462891E-1,5.283294678E0,8.051803589E0
3.000902887E1,-2.697753906E-1,5.905792236E0,8.147583008E0
3.010924860E1,5.849456787E-1,5.707077026E0,7.204254150E0
3.020943781E1,-3.655548096E-1,5.493988037E0,8.535430908E0
3.030965753E1,1.587829590E-1,5.565811157E0,7.956039429E0
3.040990778E1,1.659698486E-1,5.149230957E0,8.080535889E0
3.051009699E1,1.132965088E-1,5.731018066E0,8.173919678E0
3.061028620E1,3.694763184E-1,5.776504517E0,7.936889648E0
3.071047540E1,-1.838684082E-2,5.673553467E0,7.175537109E0
3.081069513E1,1.085052490E-1,5.699890137E0,7.996749878E0
3.091091486E1,1.396331787E-1,5.606521606E0,7.829147339E0
3.101110407E1,-4.028320312E-3,5.980010986E0,8.418121338E0
3.111129328E1,1.252593994E-1,6.018325806E0,7.702255249E0
3.121151300E1,3.144073486E-1,5.970443726E0,7.168350220E0
3.131173273E1,-3.416137695E-1,6.023117065E0,7.352706909E0
3.141192194E1,-2.841156006E0,5.654403687E0,6.368682861E0
3.151214166E1,-4.589233398E-1,5.987197876E0,7.297637939E0
3.161236139E1,4.137939453E0,7.138809204E0,1.329750061E1
3.171255060E1,-3.559722900E-1,9.825103760E0,4.855545044E0
3.181273981E1,-4.828643799E-1,6.676727295E0,6.493179321E0
3.191295954E1,1.403762817E0,5.283294678E0,8.753311157E0
3.201317926E1,2.399749756E0,5.242599487E0,8.092514038E0
3.211336847E1,2.610443115E0,5.901000977E0,8.863449097E0
3.221358820E1,4.013442993E0,5.312026978E0,7.493957520E0
3.231377741E1,3.520233154E0,7.035858154E0,6.543457031E0
3.241399713E1,3.668685913E0,5.922561646E0,7.407775879E0
3.251418634E1,4.410888672E0,6.734191895E0,5.966461182E0
3.261440607E1,3.982315063E0,6.724609375E0,5.466064453E0
3.271459528E1,4.116394043E0,7.110076904E0,5.145248413E0
3.281484552E1,3.967956543E0,7.162750244E0,5.633666992E0
3.291506525E1,4.085266113E0,7.019104004E0,5.719863892E0
3.301522394E1,3.874588013E0,7.280059814E0,6.459671021E0
3.311544367E1,4.339050293E0,7.744537354E0,5.865905762E0
3.321563288E1,7.669387817E0,5.584976196E0,6.004760742E0
3.331585260E1,6.845779419E0,7.308792114E0,3.799713135E0
3.341608198E1,4.913665771E0,7.579345703E0,4.956100464E0
3.351627118E1,-5.546875000E-1,5.922561646E0,5.870697021E0
3.361649091E1,4.624938965E-2,5.855514526E0,9.789993286E0
3.371668012E1,-2.575393677E0,2.357589722E0,1.114990234E1
3.381689985E1,-2.522720337E0,-1.922302246E-1,7.125259399E0
3.391711957E1,1.515960693E-1,-3.903244019E0,8.408538818E0
3.401730878E1,2.497558594E-1,-5.876068115E0,1.039813232E1
3.411752851E1,3.908096313E0,-3.560882568E0,9.244125366E0
3.421771772E1,6.974792480E-1,-2.792343140E0,9.014282227E0
3.431793745E1,1.185897827E0,-4.532012939E-1,1.450657654E1
3.441815717E1,1.214630127E0,-6.950225830E-1,1.139891052E1
3.451834638E1,4.580871582E0,-1.346237183E0,1.026884460E1
3.461856611E1,9.680175781E-1,-4.627838135E-1,1.876107788E1
3.471878583E1,-1.644439697E-1,9.737396240E-1,5.238616943E0
3.481897504E1,-4.589233398E-1,-4.101104736E-1,1.005575562E1
3.491919477E1,5.801544189E-1,2.961730957E-1,1.012278748E1
3.501938398E1,4.331878662E0,-1.652694702E0,1.022334290E1
3.511957319E1,8.147888184E-1,-3.646240234E-1,9.866607666E0
3.521979291E1,5.083312988E-1,-6.758728027E-1,9.823516846E0
3.532001264E1,7.046661377E-1,-5.896759033E-1,1.001745605E1
3.542020185E1,5.322723389E-1,-7.333221436E-1,9.818725586E0
3.552042158E1,8.531036377E-1,-4.316558838E-1,9.742111206E0
3.562061079E1,8.531036377E-1,-4.699707031E-1,9.646347046E0
3.572083051E1,-1.261291504E-1,5.284118652E-1,9.995895386E0
3.582105024E1,9.464721680E-1,6.960144043E-1,9.725357056E0
3.592126996E1,-1.476745605E-1,-1.717346191E0,9.758880615E0
3.602142866E1,7.214202881E-1,-5.058746338E-1,9.859436035E0
3.612167890E1,1.616851807E0,-4.436340332E-1,9.749298096E0
3.622186811E1,9.776000977E-1,-7.740325928E-1,9.849853516E0
3.632205732E1,6.495971680E-1,-7.668457031E-1,9.950408936E0
3.642227704E1,8.770446777E-1,-1.054153442E0,9.335098267E0
3.652246625E1,1.116455078E0,-9.296569824E-1,9.397354126E0
3.662268598E1,1.061401367E0,-1.430038452E0,9.548187256E0
3.672290571E1,1.126037598E0,-1.367782593E0,9.584091187E0
3.682309492E1,9.680175781E-1,-9.200744629E-1,9.732543945E0
3.692334516E1,1.212234497E0,-6.064300537E-1,9.438049316E0
3.702350385E1,1.099700928E0,-2.496948242E-1,9.502700806E0
3.712372358E1,8.746490479E-1,-3.406829834E-1,9.591278076E0
3.722391279E1,8.099975586E-1,-1.682891846E-1,9.756484985E0
3.732413251E1,8.722534180E-1,-5.561523438E-1,9.730148315E0
3.742435224E1,1.097305298E0,-1.419525146E-1,9.126800537E0
3.752454145E1,1.078155518E0,-5.393981934E-1,9.665496826E0
3.762476118E1,1.106887817E0,-3.550415039E-1,9.569732666E0
3.772495038E1,1.047027588E0,-2.066040039E-1,9.670288086E0
3.782517011E1,7.693023682E-1,-4.244689941E-1,9.543395996E0
3.792538984E1,1.020690918E0,-5.753021240E-1,9.576919556E0
3.802557905E1,1.075759888E0,-4.196929932E-1,9.541000366E0
3.812579877E1,5.418548584E-1,-5.800933838E-1,9.936050415E0
3.822598798E1,8.937988281E-1,-3.909606934E-1,9.825912476E0
3.832620771E1,9.009857178E-1,-5.370025635E-1,9.754089355E0
3.842642744E1,5.562133789E-1,-4.555969238E-1,9.761276245E0
3.852661664E1,9.704132080E-1,-2.377319336E-1,9.804367065E0
3.862683637E1,7.477569580E-1,-5.034790039E-1,9.902526855E0
3.872702558E1,6.184692383E-1,-2.329406738E-1,9.691833496E0
3.882724531E1,7.812805176E-1,-8.927917480E-2,9.782821655E0
3.892743452E1,9.416809082E-1,-3.598327637E-1,9.394958496E0
3.902768476E1,9.081726074E-1,-2.880096436E-1,9.502700806E0
3.912784345E1,8.459167480E-1,-4.172973633E-1,9.509872437E0
3.922806318E1,9.991455078E-1,-4.508056641E-1,9.555374146E0
3.932825239E1,1.142791748E0,-2.928009033E-1,9.639160156E0
3.942847211E1,1.035064697E0,-5.537567139E-1,9.706207275E0
3.952869184E1,9.057769775E-1,-6.926269531E-1,9.857040405E0
3.962891157E1,1.044631958E0,-4.795379639E-1,9.658325195E0
3.972910078E1,9.919586182E-1,-1.898498535E-1,9.454818726E0
3.982928998E1,8.890075684E-1,-3.095550537E-1,9.373413086E0
3.992954023E1,9.752044678E-1,-5.585479736E-1,9.873794556E0
4.002972944E1,1.121246338E0,-4.747467041E-1,9.710998535E0
4.012991865E1,1.243347168E0,-6.303710938E-1,9.694229126E0
4.023013837E1,1.047027588E0,-9.727478027E-1,9.643951416E0
