"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.526706210E1,3.280639648E-3,-9.857177734E-3,-2.273559570E-3
2.536725130E1,2.212524414E-3,1.144409180E-2,-1.525878906E-4
2.546741000E1,-6.301879883E-3,-3.479003906E-3,1.049804688E-2
2.556759920E1,9.155273438E-5,-3.479003906E-3,-2.273559570E-3
2.566775790E1,4.348754883E-3,-1.518249512E-2,5.172729492E-3
2.576794710E1,2.212524414E-3,2.423095703E-2,-4.409790039E-3
2.586810580E1,-4.180908203E-3,-2.410888672E-3,-1.220703125E-3
2.596826449E1,1.159667969E-3,-2.410888672E-3,-9.735107422E-3
2.606842318E1,3.280639648E-3,-9.857177734E-3,3.051757812E-3
2.616861239E1,1.159667969E-3,1.251220703E-2,9.155273438E-4
2.626877108E1,-5.233764648E-3,3.982543945E-3,7.308959961E-3
2.636896029E1,3.280639648E-3,-9.857177734E-3,-4.409790039E-3
2.646911898E1,9.155273438E-5,-6.668090820E-3,6.240844727E-3
2.656930819E1,3.280639648E-3,2.423095703E-2,3.051757812E-3
2.666946688E1,-1.269531250E-2,-4.531860352E-3,-4.409790039E-3
2.676968661E1,1.159667969E-3,-4.531860352E-3,-3.341674805E-3
2.686981478E1,4.348754883E-3,-1.199340820E-2,3.051757812E-3
2.697000399E1,8.605957031E-3,1.890563965E-2,9.155273438E-4
2.707019320E1,-1.269531250E-2,3.982543945E-3,-1.525878906E-4
2.717035189E1,1.181030273E-2,2.914428711E-3,-2.891540527E-2
2.727057162E1,3.280639648E-3,1.570129395E-2,7.308959961E-3
2.737073031E1,4.348754883E-3,9.307861328E-3,1.583862305E-2
2.747091952E1,-3.112792969E-3,7.934570312E-4,9.445190430E-3
2.757110407E1,5.416870117E-3,-2.746582031E-4,-2.784729004E-2
2.767129328E1,1.286315918E-2,9.307861328E-3,-1.506042480E-2
2.777145197E1,-9.765625000E-4,1.676940918E-2,6.240844727E-3
2.787164118E1,-3.112792969E-3,2.914428711E-3,-1.399230957E-2
2.797179987E1,4.348754883E-3,-4.531860352E-3,-2.784729004E-2
2.807198908E1,2.212524414E-3,-6.668090820E-3,-2.273559570E-3
2.817214777E1,2.212524414E-3,1.676940918E-2,-1.826477051E-2
2.827233698E1,-7.369995117E-3,7.934570312E-4,9.155273438E-4
2.837249567E1,-4.180908203E-3,-1.306152344E-2,6.240844727E-3
2.847268488E1,-2.044677734E-3,-1.199340820E-2,7.308959961E-3
2.857290460E1,-5.233764648E-3,9.307861328E-3,1.049804688E-2
2.867306330E1,-7.369995117E-3,-5.599975586E-3,9.155273438E-4
2.877325251E1,6.484985352E-3,-1.838684082E-2,-3.341674805E-3
2.887338068E1,-9.765625000E-4,-4.531860352E-3,5.172729492E-3
2.897356989E1,1.159667969E-3,6.118774414E-3,1.370239258E-2
2.907372858E1,-6.301879883E-3,7.186889648E-3,-1.080322266E-2
2.917391779E1,1.159667969E-3,-1.625061035E-2,-4.409790039E-3
2.927407648E1,3.280639648E-3,2.914428711E-3,4.119873047E-3
2.937426569E1,2.212524414E-3,1.037597656E-2,-1.525878906E-4
2.947445490E1,-8.438110352E-3,1.861572266E-3,-1.525878906E-4
2.957464411E1,2.212524414E-3,-8.804321289E-3,-1.187133789E-2
2.967480280E1,3.280639648E-3,-4.531860352E-3,5.172729492E-3
2.977496149E1,9.155273438E-5,1.144409180E-2,4.119873047E-3
2.987515070E1,-7.369995117E-3,3.982543945E-3,-1.080322266E-2
2.997530939E1,6.484985352E-3,-1.945495605E-2,-5.477905273E-3
3.007549860E1,1.159667969E-3,7.934570312E-4,6.240844727E-3
3.017565729E1,9.155273438E-5,6.118774414E-3,6.240844727E-3
3.027584650E1,-5.233764648E-3,2.914428711E-3,-1.525878906E-4
3.037603571E1,3.280639648E-3,-1.625061035E-2,-3.341674805E-3
3.047619440E1,7.537841797E-3,7.186889648E-3,1.983642578E-3
3.057635309E1,-9.506225586E-3,1.783752441E-2,1.983642578E-3
3.067654230E1,-7.369995117E-3,-1.306152344E-2,2.009582520E-2
3.077670099E1,3.280639648E-3,-2.157592773E-2,-5.477905273E-3
3.087689020E1,9.155273438E-5,-9.857177734E-3,1.902770996E-2
3.097704889E1,-2.044677734E-3,-2.746582031E-4,1.795959473E-2
3.107723810E1,-1.695251465E-2,-5.780029297E-2,6.240844727E-3
3.117742731E1,3.280639648E-3,-1.092529297E-2,5.172729492E-3
3.127761652E1,-4.180908203E-3,3.062438965E-2,9.155273438E-4
3.137777521E1,-2.044677734E-3,-2.410888672E-3,5.172729492E-3
3.147796442E1,8.605957031E-3,-4.531860352E-3,-2.891540527E-2
3.157812311E1,2.212524414E-3,-1.092529297E-2,-1.525878906E-4
3.167831232E1,-4.180908203E-3,3.982543945E-3,1.049804688E-2
3.177847101E1,-3.112792969E-3,8.239746094E-3,9.445190430E-3
3.187866022E1,-6.301879883E-3,1.861572266E-3,-1.187133789E-2
3.197881891E1,3.280639648E-3,-1.092529297E-2,-8.666992188E-3
3.207900812E1,7.537841797E-3,-2.746582031E-4,2.967834473E-2
3.217916681E1,9.155273438E-5,-4.531860352E-3,1.795959473E-2
3.227935602E1,-5.233764648E-3,-2.410888672E-3,-7.598876953E-3
3.237954523E1,1.159667969E-3,-1.199340820E-2,-3.341674805E-3
3.247970392E1,5.416870117E-3,1.676940918E-2,1.983642578E-3
3.257989313E1,-4.180908203E-3,2.914428711E-3,-3.341674805E-3
3.268005182E1,1.159667969E-3,-1.412963867E-2,-2.273559570E-3
3.278024103E1,9.155273438E-5,-5.599975586E-3,8.377075195E-3
3.288039972E1,3.280639648E-3,1.251220703E-2,7.308959961E-3
3.298055841E1,9.155273438E-5,-2.746582031E-4,9.445190430E-3
3.308074762E1,-1.269531250E-2,1.463317871E-2,-2.145385742E-2
3.318093683E1,-2.044677734E-3,-1.945495605E-2,2.009582520E-2
3.328109552E1,4.348754883E-3,2.914428711E-3,9.155273438E-4
3.338128473E1,-9.506225586E-3,5.050659180E-3,9.155273438E-4
3.348144342E1,1.159667969E-3,2.914428711E-3,-1.931762695E-2
3.358163263E1,9.155273438E-5,-1.092529297E-2,3.051757812E-3
3.368179132E1,4.348754883E-3,8.239746094E-3,5.172729492E-3
3.378198053E1,-4.180908203E-3,1.861572266E-3,4.119873047E-3
3.388216974E1,2.212524414E-3,7.934570312E-4,-1.506042480E-2
3.398232843E1,3.280639648E-3,-1.731872559E-2,-1.220703125E-3
3.408251764E1,9.155273438E-5,1.037597656E-2,1.156616211E-2
3.418267633E1,-5.233764648E-3,7.934570312E-4,-5.477905273E-3
3.428286554E1,-2.044677734E-3,7.934570312E-4,-7.598876953E-3
3.438302423E1,-9.765625000E-4,-1.092529297E-2,-1.525878906E-4
3.448321344E1,1.159667969E-3,1.251220703E-2,3.051757812E-3
3.458337213E1,-3.112792969E-3,7.934570312E-4,7.308959961E-3
3.468356134E1,2.212524414E-3,-1.092529297E-2,-9.735107422E-3
3.478375055E1,1.159667969E-3,-1.342773438E-3,4.119873047E-3
3.488390924E1,-3.112792969E-3,1.463317871E-2,9.155273438E-4
3.498406793E1,-4.180908203E-3,7.186889648E-3,-7.598876953E-3
3.508425714E1,9.155273438E-5,7.934570312E-4,-1.292419434E-2
3.518444635E1,2.212524414E-3,-1.412963867E-2,1.156616211E-2
3.528463556E1,2.212524414E-3,6.118774414E-3,8.377075195E-3
3.538476374E1,-9.765625000E-4,2.914428711E-3,-1.525878906E-4
3.548495294E1,1.159667969E-3,-7.736206055E-3,-1.292419434E-2
3.558514215E1,9.155273438E-5,-5.599975586E-3,1.983642578E-3
3.568533136E1,-9.765625000E-4,1.251220703E-2,8.377075195E-3
3.578552057E1,-5.233764648E-3,-2.410888672E-3,9.155273438E-4
3.588567926E1,4.348754883E-3,-6.668090820E-3,-1.187133789E-2
3.598586847E1,2.212524414E-3,7.934570312E-4,1.983642578E-3
3.608602716E1,-2.044677734E-3,9.307861328E-3,5.172729492E-3
3.618621637E1,1.159667969E-3,-2.746582031E-4,-1.220703125E-3
3.628637506E1,2.212524414E-3,-1.092529297E-2,-1.080322266E-2
3.638653376E1,2.212524414E-3,7.934570312E-4,4.119873047E-3
3.648669245E1,9.155273438E-5,1.037597656E-2,6.240844727E-3
3.658688166E1,-2.044677734E-3,3.982543945E-3,-2.273559570E-3
3.668707086E1,1.159667969E-3,-1.625061035E-2,-7.598876953E-3
3.678722956E1,-9.765625000E-4,2.914428711E-3,4.119873047E-3
3.688741876E1,-2.044677734E-3,8.239746094E-3,5.172729492E-3
3.698757746E1,-3.112792969E-3,3.982543945E-3,-3.341674805E-3
3.708776667E1,1.159667969E-3,-1.092529297E-2,-1.080322266E-2
3.718795587E1,9.155273438E-5,1.861572266E-3,3.051757812E-3
3.728811456E1,4.348754883E-3,1.251220703E-2,9.445190430E-3
3.738830377E1,1.159667969E-3,7.934570312E-4,6.240844727E-3
3.748846247E1,1.159667969E-3,7.934570312E-4,9.445190430E-3
3.758856166E1,1.159667969E-3,2.914428711E-3,1.049804688E-2
