"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.124255078E2,-1.089050293E2,-4.444885254E1,-4.938049316E1
1.125262158E2,-1.092056274E2,-4.600830078E1,-4.907989502E1
1.126269239E2,-1.098052979E2,-4.634857178E1,-5.028076172E1
1.127276319E2,-1.113052368E2,-4.565887451E1,-5.268096924E1
1.128283399E2,-1.110046387E2,-4.530944824E1,-5.148010254E1
1.129290479E2,-1.104049683E2,-4.548950195E1,-5.057983398E1
1.130297559E2,-1.107055664E2,-4.496917725E1,-5.028076172E1
1.131320813E2,-1.116043091E2,-4.461822510E1,-5.028076172E1
1.132323316E2,-1.104049683E2,-4.582824707E1,-5.057983398E1
1.133325208E2,-1.092056274E2,-4.548950195E1,-4.998016357E1
1.134327710E2,-1.092056274E2,-4.600830078E1,-4.968109131E1
1.135332654E2,-1.107055664E2,-4.461822510E1,-5.088043213E1
1.136340039E2,-1.110046387E2,-4.530944824E1,-5.148010254E1
1.137347119E2,-1.116043091E2,-4.582824707E1,-5.178070068E1
1.138354200E2,-1.107055664E2,-4.669952393E1,-5.148010254E1
1.139361280E2,-1.101043701E2,-4.704895020E1,-5.207977295E1
1.140368360E2,-1.092056274E2,-4.652862549E1,-5.178070068E1
1.141393445E2,-1.092056274E2,-4.669952393E1,-5.028076172E1
1.142395642E2,-1.101043701E2,-4.617919922E1,-5.118103027E1
